`id`,`stars`
116162,347
118048,116
118551,147
119275,38
119977,3220
120216,51
120707,11
122760,26
123356,38
124137,34
124505,32
126528,25
126778,121
131286,178
134290,82
136457,1
137246,21
141145,447
141261,1127
142406,40
146205,28
149332,12194
150716,129
153822,766
154114,112
156773,259
158753,7377
159999,161
164085,192
166720,12
167194,312
167303,1586
167985,218
169454,40
169529,16
176492,111
176596,25
180685,122
181526,7592
182702,1008
185861,201
189681,17
198069,1
201672,24
204692,1748
205834,26
206270,17
207212,117
209924,13
214505,21
214552,15
216447,124
219601,2062
220953,24
222916,121
223537,41
224435,398
231026,145
233193,17
238698,13
242564,109
243431,1218
244129,21
244417,26
246730,22
255320,104
260066,14
262948,23
263107,137
267105,1213
267717,110
276344,11
280617,1242
284018,13
284075,12
285798,34
303616,31
306833,26
306908,43
307612,11
309661,23
311780,118
313268,253
319466,111
321869,776
323565,141
326476,14
328815,1789
335881,11
337343,23
338816,16
343698,135
344063,46
348868,125
357887,51
362053,234
362894,105
363605,31
366402,117
374916,14
383256,16
386790,16
414089,83
419651,403
422791,32
427496,30
440795,27
445199,112
450059,12
450328,123
454235,15
460773,56
497181,18
499056,176
519333,1
543497,706
546329,51
569534,148
572040,117
576260,14
579759,19
601064,23
603530,13
615055,42
640609,27
643697,106
651549,1014
652682,11
673716,16
677148,21
683351,7094
686542,74
696102,3645
705818,161
718118,3234
719340,11
723307,103
724361,19
726806,15
738430,4497
742622,1184
743378,1350
748510,13
750986,28
771049,356
772395,28
773433,19
784448,1042
788950,15
811373,89
811401,232
812923,1022
839143,29
843214,13
856494,1
870927,14
911527,15
927777,94
979207,16
1001578,1544
1008365,132
1011413,17
1015480,16
1017307,12
1025135,3
1027466,206
1031791,12
1036996,138
1059797,310
1083125,11
1084208,19
1093294,41
1100704,26
1117036,107
1124381,15
1195142,31
1214622,18
1228020,11
1242075,12
1261926,117
1270737,1402
1328973,18
1344179,1223
1352199,705
1354419,39
1366256,2572
1367068,21
1367228,1174
1372746,129
1381021,1414
1382032,25
1391701,36
1397125,16
1397723,1039
1404659,1041
1412018,31
1414836,25
1416473,1025
1432150,1103
1434458,2318
1436875,11
1437288,1140
1438441,2995
1449551,13
1453441,25
1457727,2379
1471234,141
1471568,41
1474764,1230
1486549,2236
1500447,13
1524373,14
1526024,1037
1528221,1442
1545229,115
1546988,167
1600439,15
1607018,13
1619676,27
1690743,621
1698522,1192
1713442,864
1749436,3077
1764042,13
1778841,489
1799111,1
1819251,148
1838125,33
1852141,47
1890840,18
1891776,185
1892389,34
1893164,152
1900934,1013
1903462,27
1904790,19
1916255,30
1918558,32
1927874,1100
1927881,121
1961397,6874
1964893,11
1965404,901
1977847,159
1989790,227
1991636,1257
2001763,5
2145058,15
2146436,29
2201979,20
2206890,17
2207463,17
2213273,1
2229635,11
2241376,411
2244312,30
2244481,13
2246039,11
2249262,107
2250690,132
2252680,206
2255699,18
2257096,249
2257240,1400
2266052,25
2281243,59
2281819,1203
2294498,1672
2312008,12
2315431,18
2337743,13
2340614,112
2345204,12
2363619,1636
2363758,3416
2365356,12
2375290,11
2381629,53
2381679,17
2389915,1609
2404370,1848
2409137,33
2417208,159
2421460,108
2422498,14
2434520,1
2445228,27
2447212,153
2476937,143
2480777,56
2513836,13
2535892,2
2601235,37
2660015,20
2661903,138
2662867,115
2702530,216
2709309,17
2719572,426
2728868,1489
2739871,15
2749609,44
2752178,1081
2768008,70
2771181,13
2787691,30
2796362,120
2798946,12
2801361,14
2807863,151
2814268,59
2835325,23
2847808,8815
2862294,314
2862977,301
2874293,12
2875658,134
2889040,136
2909754,11
2922319,2710
2922620,22
2923558,1147
2940997,43
2978560,125
2987164,34
3018979,43
3036595,17
3040840,1
3048906,265
3063823,395
3067095,147
3117680,174
3122758,16
3136825,498
3168742,48
3173347,21
3180895,20
3201792,1269
3213902,1021
3236423,13
3250844,101
3276139,465
3283518,24
3286419,14
3287419,12
3290625,472
3296518,45
3321949,1530
3346024,3559
3361740,316
3368849,1742
3389811,76
3413879,138
3427780,1315
3429645,91
3434493,1031
3462816,43
3465213,186
3487382,1
3498338,11
3499917,47
3513117,1010
3523460,1332
3524332,1478
3529137,3553
3582345,111
3592410,14
3594572,17
3610783,1345
3631888,218
3641172,26
3642978,116
3649472,1274
3659421,36
3664437,1785
3669790,79
3683487,112
3706501,257
3708910,20
3714509,1038
3716978,2800
3752385,46
3756185,132
3759006,1759
3769056,30
3770464,13
3807912,1049
3814424,628
3827244,28
3863843,1609
3872943,22
3874746,204
3893356,1370
3905191,25232
3908715,417
3943403,1
3961217,215
3983276,12
3992573,2068
4003838,7257
4019026,103
4026408,133
4035765,127
4045632,24
4058558,13
4069483,143
4115240,1146
4120130,2457
4136027,161
4142580,291
4160390,118
4187118,1
4192518,159
4198417,16954
4255397,99
4291112,12
4326459,128
4342100,509
4420524,149
4428725,43
4467262,114
4476638,45
4477515,17
4484156,1335
4513783,104
4539094,184
4540322,111
4563307,1335
4563494,7470
4584491,58
4588007,1165
4605271,1869
4607985,12
4629745,290
4646758,157
4660569,116
4663721,132
4695209,22
4722740,17
4753416,33
4773093,140
4776433,15
4780077,16
4786655,183
4809226,1
4819374,1307
4877698,1167
4879481,15
4882831,103
4894767,462
4903941,126
4904730,3032
4911527,87
4926223,1094
4933925,729
4963729,1190
4988377,331
4992188,302
5041761,1
5042362,323
5074778,136
5078978,34
5095078,125
5140545,3457
5145060,158
5146456,2010
5152250,12
5195927,441
5205541,173
5216745,1443
5312058,2746
5368058,29
5371237,73
5377260,16
5379586,80
5399390,1257
5411876,210
5428457,350
5430540,194
5435325,3619
5472160,62
5507363,6861
5522468,2225
5534759,1242
5552730,222
5555823,351
5565375,124
5568720,49
5593627,393
5597614,65
5598479,1814
5600557,119
5602838,60
5604899,3246
5617024,1998
5630665,331
5636078,2060
5718353,21
5741726,2244
5778983,11
5784154,61
5807266,483
5817753,1346
5828347,1783
5846748,5601
5942149,263
5944667,47
5979563,29
5989485,18
6013073,195
6065511,15
6068879,3926
6085795,140
6087555,114
6095575,12
6096676,1158
6169171,212
6172020,5950
6191402,575
6196408,230
6210932,175
6236268,17
6239513,31
6253776,105
6278048,3811
6278863,120
6280726,468
6299920,16
6307815,49
6312005,2440
6318240,226
6328765,1301
6399055,106
6403871,2474
6404061,13
6412773,325
6441856,1030
6442229,1005
6451691,122
6462793,1938
6476825,133
6496393,298
6505671,1
6533556,115
6587692,121
6611850,877
6653643,1999
6699074,1301
6704373,170
6712024,2095
6753616,65
6800846,52
6816151,320
6843683,5379
6853230,15
6861499,13
6882788,31
6916565,169
6965555,16
6965574,96
6970257,12
6988298,1364
6988998,2302
7001356,1488
7013556,19
7019686,1902
7075652,38
7105340,134
7113913,114
7132386,312
7146853,2
7158417,105
7164842,278
7170693,602
7189065,121
7190023,302
7198962,24
7212462,2071
7215130,1110
7222746,1455
7228519,1507
7240106,10422
7249970,75
7260288,1225
7266288,1952
7294438,165
7304063,1043
7305150,12
7306369,25
7306673,1972
7308213,127
7326980,344
7344511,1
7361572,15
7383416,32
7412153,70
7420900,340
7432562,33
7461031,102
7489584,2118
7504851,86
7537997,972
7556976,120
7570729,2071
7607012,1129
7617634,14
7645899,14
7654253,201
7666955,1628
7722836,145
7732133,42
7738640,255
7751311,2188
7753732,3809
7769665,1209
7808122,452
7810452,587
7811703,49
7835118,2875
7883108,64
7883561,12
7924929,176
7940296,133
7952993,295
7980702,2188
8012811,206
8017772,3654
8117762,302
8125526,1067
8137228,230
8142691,190
8162617,3
8169424,608
8170478,1
8228397,63
8270641,21
8296041,229
8339162,267
8339915,19
8387817,67
8404580,16
8405131,2264
8427119,212
8485455,24
8515356,108
8532385,227
8532554,142
8566806,254
8576259,216
8596480,11
8634501,356
8670482,29
8688328,102
8734343,339
8769923,39
8772689,16
8776028,2504
8784767,109
8818018,1414
8847632,12
8875437,517
8875464,72
8905797,4408
8906917,1195
8913435,74
8939716,216
9026379,125
9051214,66
9078570,139
9121894,1506
9139436,21
9152395,2
9160279,20
9232309,1050
9240557,13
9268752,123
9282939,1997
9343717,30
9344074,163
9352549,239
9392393,98
9394397,1
9400432,120
9468307,134
9478333,1032
9504109,43
9511165,49
9540082,20
9570005,2429
9597076,90
9600790,1
9626183,20637
9650960,1463
9658872,2080
9659919,144
9664486,34
9687174,1130
9701410,1
9701695,1577
9703605,67
9704915,12
9706049,3399
9709068,27
9709116,540
9717218,109
9726637,351
9727940,5441
9745677,123
9755937,171
9814221,3
9817959,36
9862004,3018
9865676,17
9893161,12
9895007,365
9906217,5981
9908329,3138
9912292,140
9930325,306
9931815,38
9961002,1465
9975034,133
9982219,11
9983686,406
9995314,1
10053600,1074
10066441,15
10084609,26
10084678,3089
10123492,1
10125352,93
10138664,146
10172529,3104
10188194,1687
10192555,70
10196307,42
10199826,13
10233169,194
10258995,101
10260382,21
10280298,283
10282819,198
10296656,588
10301817,2259
10358518,178
10377821,1661
10379711,2617
10388177,468
10396798,1058
10410843,200
10412281,3462
10425716,3865
10432015,21
10435441,3942
10435922,796
10447564,39
10451754,150
10464490,3279
10473430,21
10520061,109
10521722,2324
10526188,70
10548198,1066
10555368,18
10574931,153
10576004,10942
10585250,404
10589306,16
10631290,1169
10660095,105
10733538,17
10741429,13
10752463,12
10773454,238
10777706,12622
10784470,1086
10803994,54
10812016,14
10814377,100
10815238,1365
10817458,144
10819648,148
10829089,12
10829314,2552
10832091,6505
10832897,2068
10832960,95
10834528,107
10854850,19
10910878,1093
10936889,91
10947458,1698
10953007,34
10955983,1288
10956038,38
10963081,687
10964976,18
11001304,107
11061859,1321
11066875,17
11072255,115
11080800,18
11095632,279
11107988,1926
11120703,185
11127510,17
11132347,1752
11139593,1310
11144636,1557
11165808,80
11175147,198
11176827,156
11182376,1356
11183490,179
11197300,11
11212499,36
11227723,7531
11228451,3180
11238565,1178
11265367,104
11291526,202
11297052,20
11318999,237
11323491,115
11338993,232
11348682,1
11362536,340
11402707,167
11467831,2219
11473240,2953
11474560,865
11494393,6480
11512622,21
11537177,13
11554847,115
11570176,221
11588385,1281
11605642,2091
11622535,219
11625417,101
11662013,52
11680693,12
11702237,192
11704557,114
11706023,205
11707880,110
11720517,16
11733127,49
11735060,75
11737051,194
11744765,2125
11746264,135
11753236,2436
11761587,1510
11784159,4012
11785544,2988
11797084,23
11802012,2760
11850935,1396
11854803,2242
11912097,132
11924541,151
12092942,16
12170217,2230
12192051,1211
12197208,169
12226983,1530
12229395,60
12260707,12
12262320,12
12274903,35
12308151,49
12313618,12
12315617,37
12316998,18
12326365,122
12402890,108
12449377,257
12474524,52
12508484,17
12509066,15
12520304,370
12582238,700
12586102,305
12589909,19
12630000,159
12653317,163
12666384,5053
12670029,144
12682828,1146
12682853,2662
12715530,43
12719568,1518
12740796,1322
12746037,3384
12749140,7280
12761803,43
12798077,1301
12806676,98
12807650,16
12814859,3709
12821674,1021
12878383,25
12908987,2876
12967267,11
13061306,2257
13071706,1511
13082203,110
13095216,1066
13097260,48
13128433,1475
13334964,350
13368782,2288
13393204,1593
13398866,250
13403042,5207
13454056,13
13462180,1432
13464028,1377
13480659,130
13481226,860
13489032,167
13490952,113
13494877,130
13509074,436
13520780,1137
13523497,163
13536812,7
13539138,376
13544235,117
13570263,23
13585659,17
13593152,1355
13595364,1182
13613053,11184
13615253,137
13621454,586
13635889,250
13636329,83
13636760,16
13636819,435
13640327,1244
13642463,2224
13655055,36
13664602,115
13679102,1259
13680016,1011
13685691,15
13719308,32
13719548,54
13735930,455
13737011,1784
13740270,46
13742311,1226
13747237,2
13747894,84
13759969,164
13778815,33
13837159,1101
13865588,1134
14000694,20
14027141,16
14057734,14
14101318,1017
14116012,404
14179437,41
14210902,3734
14263163,12
14286406,1084
14328878,173
14435272,25
14457963,101
14505051,1041
14515342,1151
14543063,11
14545279,1153
14627410,130
14682420,1341
14698825,12
14737226,23
14771481,2922
14773650,144
14782669,1386
14806250,11
14847736,123
14848865,23
14880605,12
14897153,163
14957066,301
14959628,1369
14989257,1344
14995115,132
15017277,1060
15022227,3802
15080529,108
15125364,1570
15134766,14
15195328,622
15205847,137
15239162,186
15246185,1440
15285403,2
15363005,107
15417633,185
15471020,450
15500909,1207
15509641,367
15525750,2223
15531805,57
15536213,113
15536505,24
15548976,1234
15573016,28
15592045,3155
15623292,15
15627284,2604
15646653,12
15669545,145
15676204,1710
15710174,1387
15718946,27
15778405,3276
15794603,34
15867274,3401
15962985,3181
16020916,14
16030648,44
16154948,278
16174927,7058
16195282,15
16219560,85
16230400,625
16310355,1240
16409333,276
16423884,145
16428381,161
16534152,138
16622735,37
16640920,13
16647116,1124
16730686,1
16733587,13
16741757,1349
16770502,14
16782015,1356
16792291,457
16798228,19
16834666,14
16837900,1374
16846494,24
16949824,1
16988042,13
16988139,1125
17020688,110
17021738,57
17038695,756
17070556,317
17081302,523
17193964,14
17273246,71
17296591,1353
17328893,1352
17332041,60
17392942,1
17466008,14
17472048,18
17479978,1
17532093,18
17539972,21
17593904,18
17664209,14
17708574,196
17753126,2072
17785086,491
17865733,1127
17867788,799
17879187,16
17924077,200
17941398,113
18006157,1695
18013712,1412
18022219,1424
18028838,95
18029648,14
18035907,13
18054793,2528
18059452,94
18059812,13
18097224,189
18236982,1296
18257960,1329
18260477,15
18272904,16
18313948,2029
18415473,13
18429672,170
18469788,1093
18552022,80
18655199,1258
18674058,1019
18781956,236
18790667,11
18810686,3874
18821370,1080
18847237,1193
18869596,3485
18903735,130
18904813,13777
18937463,133
18993586,20
19010386,1939
19047987,276
19085523,288
19122404,37
19185130,3091
19320997,1914
19525779,19
19569279,127
19581764,19
19594347,121
19612571,24
19644716,248
19685186,30
19696936,224
19710500,2040
19717550,106
19755185,1
19761685,258
20029138,51
20138487,103
20163538,131
20226295,11
20285835,11
20390809,901
20425918,13
20435182,254
20450716,1002
20450796,2769
20465270,24
20532547,1850
20660971,1
20666664,223
20682630,66
20737229,449
20752407,38
20835622,15
20873386,345
20955762,66
21044484,616
21058198,1168
21065369,28
21125630,27
21174695,473
21187110,2875
21312489,37
21603107,28
21618029,171
21629316,4107
21640858,26
21719074,216
21784371,536
21864762,23
21908633,23
21921763,15
21924858,1091
21971963,2495
21974766,61
22041659,1444
22042237,2077
22045114,2788
22046894,1863
22047350,2350
22050640,184
22052042,225
22053634,15
22053762,397
22054830,221
22056425,307
22056630,268
22076087,14
22077026,1261
22084327,2285
22085827,2
22095887,128
22105376,1052
22110826,34
22123631,12
22141768,23
22167327,15
22187814,2
22208853,36
22402010,14
22833631,259
22946554,11
23249012,16
23428045,371
23458675,374
23471356,25
23537807,1
23600597,12
23620520,1040
23775197,1075
23924596,1
24136448,101
24177440,96
24265177,105
24272262,115
24491126,1
24495953,1684
24540619,19
24729237,126
24908811,25
24919055,2221
25037257,1042
25037627,1824
25045443,1832
25051824,1204
25070656,2817
25076502,1
25830758,134
25858715,57
25954906,16
25977484,35
26108120,1740
26392840,11
26550795,106
26674333,24
26783304,11
26965543,11
27299735,2083
27326987,1273
27345935,3
27375757,67
27406305,2909
27428481,220
27496559,113
27623476,1197
27633284,155
27671937,897
27676276,101
27777181,132
27859042,1120
27881432,682
27955513,563
27977354,162
28033868,143
28085151,46
28117425,18
28153902,14
28178404,3158
28317607,1143
28338390,389
28376284,144
28401052,2751
28459924,27
28486256,1
28510906,1
28625357,1180
28690670,34
28851599,12
28923864,13
28992266,1074
12059663,0
25256022,0
4569976,0
14310944,0
5798893,0
15205203,0
1303073,0
20378057,0
13624635,0
12516628,0
455467,0
2467228,0
8758294,0
19637265,0
26961388,0
10060643,0
5304081,0
11453235,0
18719465,0
22116372,0
20532667,0
17169141,0
22076833,0
13678610,0
25004073,0
5573155,0
21191867,0
13126326,0
16904075,0
16569855,0
5927767,0
21216818,0
27980298,0
15743643,0
21034797,0
27434109,0
4929815,0
22823126,0
17322266,0
8789813,0
20410311,0
20008478,0
12861561,0
17646483,0
7199692,0
27422150,0
3095960,0
5350409,0
27751995,0
18221297,0
17964103,0
23465223,0
18646362,0
19517346,0
8475145,0
1886159,0
25672260,0
9777067,0
9866862,0
17922358,0
24498221,0
21582674,0
1949584,0
19790971,0
17466721,0
17143234,0
6225214,0
5427047,0
24240637,0
4583981,0
22822302,0
6571469,0
5731028,0
15956179,0
28119927,0
18498547,0
11581362,0
12738012,0
28592646,0
20637830,0
27533386,0
1189471,0
25395643,0
2051124,0
3308302,0
3997006,0
13537757,0
19153219,0
9346606,0
25032410,0
3163883,0
17059127,0
28205753,0
15082688,0
21584862,0
11817714,0
22984128,0
9255018,0
12280393,0
27501293,0
21341462,0
27530962,0
18461617,0
5398997,0
6457494,0
19552315,0
4731748,0
15563546,0
10905378,0
16691009,0
3036835,0
10281816,0
11006951,0
10859865,0
20311740,0
24094301,0
17784660,0
9382176,0
13808342,0
15998060,0
24618268,0
25944077,0
28139204,0
28475997,0
12350238,0
19823479,0
21358389,0
3119886,0
17373284,0
16550843,0
13978039,0
17746668,0
5069439,0
17982701,0
8837968,0
3231556,0
10541844,0
9677139,0
20265215,0
18258297,0
25545538,0
8346508,0
8117944,0
15426725,0
19537063,0
27051487,0
18046266,0
18418200,0
6023112,0
14756103,0
15485606,0
4092676,0
27740539,0
4052435,0
9095732,0
26974218,0
19018850,0
1492346,0
20647545,0
8854423,0
17921081,0
5441485,0
1080519,0
14914675,0
8944249,0
2624458,0
13714859,0
20064306,0
7258997,0
27306008,0
9245754,0
13415499,0
26753555,0
2945321,0
13155583,0
2372421,0
20349010,0
24900752,0
8984199,0
5829099,0
4993581,0
5322239,0
17982139,0
15915198,0
3370838,0
20754312,0
4030767,0
20398795,0
13413696,0
14149638,0
14287549,0
22282240,0
3877884,0
6108651,0
22331562,0
7182205,0
7990763,0
2873371,0
5103160,0
20774253,0
1248826,0
23961495,0
19758699,0
26588971,0
13867933,0
21448026,0
21963930,0
14429281,0
26936537,0
22211488,0
15793721,0
3004769,0
10528918,0
28754602,0
20104020,0
16077481,0
8817056,0
1099822,0
21037532,0
15228302,0
9380376,0
21909651,0
16717734,0
17648544,0
15753913,0
7259889,0
22513118,0
3205751,0
18355741,0
16638704,0
10172252,0
14910241,0
15708458,0
11384611,0
13822802,0
12505449,0
16290623,0
13430369,0
19943063,0
19147330,0
18129978,0
18395213,0
3407626,0
27499427,0
29116788,0
10128842,0
9843828,0
15093986,0
19099635,0
26119533,0
22236354,0
2886485,0
5548430,0
410586,0
27147563,0
24283325,0
5439720,0
15384846,0
19641501,0
9358405,0
24349402,0
6499244,0
23918553,0
27232955,0
27469596,0
17251459,0
13602488,0
20224741,0
24663283,0
27536536,0
8091268,0
19820804,0
19314846,0
15393494,0
27681681,0
11668604,0
7553911,0
10732476,0
7623896,0
8416517,0
21667956,0
25040693,0
29023113,0
14466355,0
5247954,0
22278515,0
9356105,0
28947710,0
5481554,0
18822502,0
6498079,0
10281182,0
11083412,0
6005713,0
3549651,0
17009322,0
27852169,0
20844574,0
18507554,0
17629210,0
28169699,0
14666817,0
12488104,0
8742938,0
427934,0
8313244,0
15708243,0
27406826,0
25440413,0
24834266,0
1084793,0
26459676,0
24899862,0
13766624,0
4682471,0
9062615,0
14922006,0
8732866,0
1078185,0
16611808,0
20654502,0
19664730,0
12622087,0
16415741,0
24938003,0
20769533,0
22036307,0
17139019,0
14486832,0
12398542,0
15729314,0
20434473,0
16116800,0
20634755,0
16723951,0
26112145,0
24431405,0
18290070,0
21681863,0
20925694,0
1098117,0
13964115,0
14215488,0
12998527,0
8450572,0
10956567,0
1009716,0
11698195,0
4896516,0
18199108,0
3600377,0
23769369,0
12317433,0
17134485,0
11026907,0
10512042,0
16754990,0
18623771,0
28552779,0
16224803,0
20029706,0
4291254,0
2572814,0
26873823,0
9041360,0
20935792,0
11034513,0
19329970,0
1186739,0
6962535,0
17840201,0
16307010,0
27747720,0
20680088,0
19379132,0
4339243,0
25256938,0
7658667,0
16363717,0
7890973,0
19755702,0
21700832,0
26276834,0
28758106,0
8194675,0
15759579,0
4899910,0
25650073,0
9599053,0
21770593,0
12526520,0
9464549,0
23114966,0
11173957,0
6126544,0
5120709,0
13603046,0
4739172,0
19689982,0
19600642,0
20030610,0
28920533,0
19630614,0
26341053,0
14846150,0
3224446,0
15612970,0
18513548,0
28717286,0
5812279,0
15252261,0
28357332,0
20508542,0
28405382,0
28952769,0
28581442,0
19936916,0
17830752,0
7147408,0
18714651,0
7089559,0
8390641,0
24568290,0
4680920,0
21975229,0
7276482,0
17036156,0
21378283,0
804708,0
23964055,0
10260310,0
2020393,0
18026805,0
13541961,0
3063870,0
6744736,0
6610198,0
9589511,0
7846270,0
23115673,0
17529102,0
26091726,0
5384527,0
4775481,0
9877090,0
